 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   8331.00 | Supplier#000003420 | JAPAN     |     93419 | Manufacturer#3            |  iQI07Fr54mpdyJAXUGpY9iZoPu              | 22-220-338-3832 | es haggle fluffily regular deposits. regular deposits according to the regu
   8331.00 | Supplier#000003420 | JAPAN     |     93419 | Manufacturer#3            |  iQI07Fr54mpdyJAXUGpY9iZoPu              | 22-220-338-3832 | es haggle fluffily regular deposits. regular deposits according to the regu
   8328.48 | Supplier#000004538 | JAPAN     |     94537 | Manufacturer#4            | zVurdAlvjH9,qaN7TVPe5ex                  | 22-505-386-6954 | tegrate sometimes. quickly bold theodol
   8328.48 | Supplier#000004538 | JAPAN     |     94537 | Manufacturer#4            | zVurdAlvjH9,qaN7TVPe5ex                  | 22-505-386-6954 | tegrate sometimes. quickly bold theodol
   8303.21 | Supplier#000001218 | JAPAN     |     98708 | Manufacturer#5            | A bjeBaM3ftph BcnLk,XepDz4MuV4eo         | 22-384-682-3996 | uffily. fluffily final waters are according to the furiously express theodolites. bold, even 
   8303.21 | Supplier#000001218 | JAPAN     |     98708 | Manufacturer#5            | A bjeBaM3ftph BcnLk,XepDz4MuV4eo         | 22-384-682-3996 | uffily. fluffily final waters are according to the furiously express theodolites. bold, even 
   8228.66 | Supplier#000002967 | CHINA     |     12966 | Manufacturer#3            | lIgtycEJeN4N1WUZG1hX8v1irzyj4qx7kCwrCZj  | 28-248-238-8501 | in the regular pinto beans. regular, bold instructions sleep slyly. carefully iro
   8228.66 | Supplier#000002967 | CHINA     |     12966 | Manufacturer#3            | lIgtycEJeN4N1WUZG1hX8v1irzyj4qx7kCwrCZj  | 28-248-238-8501 | in the regular pinto beans. regular, bold instructions sleep slyly. carefully iro
   8190.80 | Supplier#000002079 | INDONESIA |    109568 | Manufacturer#4            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    109568 | Manufacturer#4            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    109568 | Manufacturer#4            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    109568 | Manufacturer#4            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    152078 | Manufacturer#3            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    152078 | Manufacturer#3            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    152078 | Manufacturer#3            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8190.80 | Supplier#000002079 | INDONESIA |    152078 | Manufacturer#3            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu
   8183.66 | Supplier#000000412 | JAPAN     |     77904 | Manufacturer#1            | S2onAA,jGtQ3qfpN                         | 22-351-499-2131 |  the packages! quickly even warhorses haggle slyly along the final, expre
   8183.66 | Supplier#000000412 | JAPAN     |     77904 | Manufacturer#1            | S2onAA,jGtQ3qfpN                         | 22-351-499-2131 |  the packages! quickly even warhorses haggle slyly along the final, expre
   8169.54 | Supplier#000003798 | Nation5   |      6297 | Manufacturer#4            | F5g3WteYQiK1rxnj7x0aPv1TdSE7hO6d,LkZ96B  | 15-508-254-5516 | during the close platelets. carefu
   8169.54 | Supplier#000003798 | Nation5   |      6297 | Manufacturer#4            | F5g3WteYQiK1rxnj7x0aPv1TdSE7hO6d,LkZ96B  | 15-508-254-5516 | during the close platelets. carefu
   8159.59 | Supplier#000007263 | Nation21  |     12260 | Manufacturer#5            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u
   8159.59 | Supplier#000007263 | Nation21  |     12260 | Manufacturer#5            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u
   8159.59 | Supplier#000007263 | VIETNAM   |     12260 | Manufacturer#5            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u
   8159.59 | Supplier#000007263 | VIETNAM   |     12260 | Manufacturer#5            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u
   8143.30 | Supplier#000004087 | JAPAN     |    101576 | Manufacturer#4            | gT8xS3tEyvgX9P3ZeEuQ                     | 22-944-125-9013 | es wake slyly between the special instructions? carefully regular waters believe accord
   8143.30 | Supplier#000004087 | JAPAN     |    101576 | Manufacturer#4            | gT8xS3tEyvgX9P3ZeEuQ                     | 22-944-125-9013 | es wake slyly between the special instructions? carefully regular waters believe accord
   8128.75 | Supplier#000008769 | INDONESIA |     91241 | Manufacturer#2            | KiiYCl3QefsoUd,uv0oqOJ4EmWVpp            | 19-222-817-1767 | grate furiously blithely bold requests. even, final requests above the slyly ironic de
   8128.75 | Supplier#000008769 | INDONESIA |     91241 | Manufacturer#2            | KiiYCl3QefsoUd,uv0oqOJ4EmWVpp            | 19-222-817-1767 | grate furiously blithely bold requests. even, final requests above the slyly ironic de
   8128.75 | Supplier#000008769 | INDONESIA |     91241 | Manufacturer#2            | KiiYCl3QefsoUd,uv0oqOJ4EmWVpp            | 19-222-817-1767 | grate furiously blithely bold requests. even, final requests above the slyly ironic de
   8128.75 | Supplier#000008769 | INDONESIA |     91241 | Manufacturer#2            | KiiYCl3QefsoUd,uv0oqOJ4EmWVpp            | 19-222-817-1767 | grate furiously blithely bold requests. even, final requests above the slyly ironic de
   8028.58 | Supplier#000008050 | INDONESIA |    108049 | Manufacturer#3            | 9odvS2iZM 5gJq, cZC2J0hZet               | 19-573-848-7065 | regular somas. final deposits sleep amo
   8028.58 | Supplier#000008050 | INDONESIA |    108049 | Manufacturer#3            | 9odvS2iZM 5gJq, cZC2J0hZet               | 19-573-848-7065 | regular somas. final deposits sleep amo
   8028.58 | Supplier#000008050 | INDONESIA |    108049 | Manufacturer#3            | 9odvS2iZM 5gJq, cZC2J0hZet               | 19-573-848-7065 | regular somas. final deposits sleep amo
   8028.58 | Supplier#000008050 | INDONESIA |    108049 | Manufacturer#3            | 9odvS2iZM 5gJq, cZC2J0hZet               | 19-573-848-7065 | regular somas. final deposits sleep amo
   8009.13 | Supplier#000006931 | Nation13  |    104420 | Manufacturer#4            | 7webcEwedomtstU0Ktsz8Gu4                 | 23-332-379-4657 | , ironic theodolites. qui
   8009.13 | Supplier#000006931 | Nation13  |    104420 | Manufacturer#4            | 7webcEwedomtstU0Ktsz8Gu4                 | 23-332-379-4657 | , ironic theodolites. qui
   7992.60 | Supplier#000003951 | INDIA     |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.60 | Supplier#000003951 | INDIA     |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.60 | Supplier#000003951 | INDIA     |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.60 | Supplier#000003951 | INDIA     |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.60 | Supplier#000003951 | Nation8   |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.60 | Supplier#000003951 | Nation8   |     56435 | Manufacturer#5            | qajkuLHgP cRkdooPutjgKa8zxnYW            | 18-718-405-7747 | fter the quickly special theodolites. fluffily unusual pac
   7992.40 | Supplier#000006108 | Nation6   |    191069 | Manufacturer#5            | 8tBydnTDwUqfBfFV4l3                      | 16-974-998-8937 |  ironic ideas? fluffily even instructions wake. blithel
   7992.40 | Supplier#000006108 | Nation6   |    191069 | Manufacturer#5            | 8tBydnTDwUqfBfFV4l3                      | 16-974-998-8937 |  ironic ideas? fluffily even instructions wake. blithel
   7978.18 | Supplier#000000482 | Nation14  |     77974 | Manufacturer#5            | LkVra4orMCs                              | 24-516-940-6953 | ages. final ideas need to wake quickly fina
   7978.18 | Supplier#000000482 | Nation14  |     77974 | Manufacturer#5            | LkVra4orMCs                              | 24-516-940-6953 | ages. final ideas need to wake quickly fina
   7963.33 | Supplier#000001570 | JAPAN     |    111569 | Manufacturer#5            | QF2XhOAWwJeg21avqIRl8E2gi1mXAN75U9a      | 22-348-472-7053 | ins. furiously ironic deposi
   7963.33 | Supplier#000001570 | JAPAN     |    111569 | Manufacturer#5            | QF2XhOAWwJeg21avqIRl8E2gi1mXAN75U9a      | 22-348-472-7053 | ins. furiously ironic deposi
   7962.30 | Supplier#000007816 | Nation21  |    120279 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes
   7962.30 | Supplier#000007816 | Nation21  |    120279 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes
   7962.30 | Supplier#000007816 | VIETNAM   |    120279 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes
   7962.30 | Supplier#000007816 | VIETNAM   |    120279 | Manufacturer#3            | 1ejcJ545bwLWLuY6Qq4qyEExZIsp0SG          | 31-710-857-3724 | theodolites according to the bold pinto beans print bold foxes
   7949.07 | Supplier#000008039 | INDONESIA |     68038 | Manufacturer#5            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen
   7949.07 | Supplier#000008039 | INDONESIA |     68038 | Manufacturer#5            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen
   7949.07 | Supplier#000008039 | INDONESIA |     68038 | Manufacturer#5            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen
   7949.07 | Supplier#000008039 | INDONESIA |     68038 | Manufacturer#5            | FZ T0P2ZR9kOgv20bhQvICsLtbkY             | 19-829-475-1177 | lithely ironic accounts. blithely quiet attainmen
   7933.97 | Supplier#000002598 | Nation13  |     97579 | Manufacturer#3            | tunUZrfZ3bzb0e0vhmhtmp6LR9aC             | 23-511-169-9974 | nstructions! regular asymptotes wake above the sometimes special accounts. slyly special asympt
   7933.97 | Supplier#000002598 | Nation13  |     97579 | Manufacturer#3            | tunUZrfZ3bzb0e0vhmhtmp6LR9aC             | 23-511-169-9974 | nstructions! regular asymptotes wake above the sometimes special accounts. slyly special asympt
   7921.60 | Supplier#000005593 | CHINA     |    118059 | Manufacturer#1            | DLs4RI0zsa WbJez23,2RPdSVo6LfVxU         | 28-239-390-1803 | al theodolites haggle carefully. quickly even pearls use quickly. 
   7921.60 | Supplier#000005593 | CHINA     |    118059 | Manufacturer#1            | DLs4RI0zsa WbJez23,2RPdSVo6LfVxU         | 28-239-390-1803 | al theodolites haggle carefully. quickly even pearls use quickly. 
   7916.56 | Supplier#000000953 | Nation21  |    185916 | Manufacturer#4            | wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA   | 31-642-490-3022 | kages are carefully platelets. blithely enticing platelets c
   7916.56 | Supplier#000000953 | Nation21  |    185916 | Manufacturer#4            | wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA   | 31-642-490-3022 | kages are carefully platelets. blithely enticing platelets c
   7916.56 | Supplier#000000953 | VIETNAM   |    185916 | Manufacturer#4            | wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA   | 31-642-490-3022 | kages are carefully platelets. blithely enticing platelets c
   7916.56 | Supplier#000000953 | VIETNAM   |    185916 | Manufacturer#4            | wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA   | 31-642-490-3022 | kages are carefully platelets. blithely enticing platelets c
   7899.31 | Supplier#000003330 | Nation14  |    145787 | Manufacturer#3            | QU sqh0dv64                              | 24-462-184-8343 | ully express sentiments. blithely special frets haggle
   7899.31 | Supplier#000003330 | Nation14  |    145787 | Manufacturer#3            | QU sqh0dv64                              | 24-462-184-8343 | ully express sentiments. blithely special frets haggle
   7884.48 | Supplier#000006971 | JAPAN     |     59455 | Manufacturer#2            | S2pAN0uYjU,0fODwI8HBiSxzglO              | 22-523-651-4190 | yly express hockey players. accounts after the special, final deposits integrate above
   7884.48 | Supplier#000006971 | JAPAN     |     59455 | Manufacturer#2            | S2pAN0uYjU,0fODwI8HBiSxzglO              | 22-523-651-4190 | yly express hockey players. accounts after the special, final deposits integrate above
   7875.53 | Supplier#000008111 | Nation5   |     23106 | Manufacturer#3            |  aQx5,WBgSa8gxF                          | 15-482-752-3234 | iously enticing courts. carefully regular accounts cajole furiously. carefully 
   7875.53 | Supplier#000008111 | Nation5   |     23106 | Manufacturer#3            |  aQx5,WBgSa8gxF                          | 15-482-752-3234 | iously enticing courts. carefully regular accounts cajole furiously. carefully 
   7874.25 | Supplier#000000789 | Nation13  |    173237 | Manufacturer#1            | LF,j2pxKPgtbDGaj,l47vutF5Vz              | 23-428-566-8444 | counts. blithely special accounts haggle furiously carefull
   7874.25 | Supplier#000000789 | Nation13  |    173237 | Manufacturer#1            | LF,j2pxKPgtbDGaj,l47vutF5Vz              | 23-428-566-8444 | counts. blithely special accounts haggle furiously carefull
   7834.92 | Supplier#000001568 | JAPAN     |     16565 | Manufacturer#3            | V7Pk75s64GORPR1BbwN 2I1xawVm6C7OpGRa     | 22-726-915-2985 | g foxes. accounts sleep. 
   7834.92 | Supplier#000001568 | JAPAN     |     16565 | Manufacturer#3            | V7Pk75s64GORPR1BbwN 2I1xawVm6C7OpGRa     | 22-726-915-2985 | g foxes. accounts sleep. 
   7829.51 | Supplier#000005681 | INDIA     |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7829.51 | Supplier#000005681 | INDIA     |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7829.51 | Supplier#000005681 | INDIA     |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7829.51 | Supplier#000005681 | INDIA     |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7829.51 | Supplier#000005681 | Nation8   |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7829.51 | Supplier#000005681 | Nation8   |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c
   7796.18 | Supplier#000009801 | JAPAN     |    162252 | Manufacturer#4            | loKjUMxr,JZC                             | 22-293-385-2049 | ins affix. even ideas cajole furiously ironic theodolites. express theodolites promise quickly pendi
   7796.18 | Supplier#000009801 | JAPAN     |    162252 | Manufacturer#4            | loKjUMxr,JZC                             | 22-293-385-2049 | ins affix. even ideas cajole furiously ironic theodolites. express theodolites promise quickly pendi
   7786.91 | Supplier#000002976 | Nation21  |     17973 | Manufacturer#2            | LD4J,ohC3sUG2ZT1PhOH                     | 31-616-221-9262 | us pinto beans. slyly bold sautern
   7786.91 | Supplier#000002976 | Nation21  |     17973 | Manufacturer#2            | LD4J,ohC3sUG2ZT1PhOH                     | 31-616-221-9262 | us pinto beans. slyly bold sautern
   7786.91 | Supplier#000002976 | VIETNAM   |     17973 | Manufacturer#2            | LD4J,ohC3sUG2ZT1PhOH                     | 31-616-221-9262 | us pinto beans. slyly bold sautern
   7786.91 | Supplier#000002976 | VIETNAM   |     17973 | Manufacturer#2            | LD4J,ohC3sUG2ZT1PhOH                     | 31-616-221-9262 | us pinto beans. slyly bold sautern
   7757.76 | Supplier#000004222 | INDONESIA |     19219 | Manufacturer#1            | y9KrpjIHV2hrEN4UjQsgcXT                  | 19-316-548-3899 | fluffily express asymptotes nag enticingly fluffily regular pinto beans. carefully 
   7757.76 | Supplier#000004222 | INDONESIA |     19219 | Manufacturer#1            | y9KrpjIHV2hrEN4UjQsgcXT                  | 19-316-548-3899 | fluffily express asymptotes nag enticingly fluffily regular pinto beans. carefully 
   7757.76 | Supplier#000004222 | INDONESIA |     19219 | Manufacturer#1            | y9KrpjIHV2hrEN4UjQsgcXT                  | 19-316-548-3899 | fluffily express asymptotes nag enticingly fluffily regular pinto beans. carefully 
   7757.76 | Supplier#000004222 | INDONESIA |     19219 | Manufacturer#1            | y9KrpjIHV2hrEN4UjQsgcXT                  | 19-316-548-3899 | fluffily express asymptotes nag enticingly fluffily regular pinto beans. carefully 
   7757.26 | Supplier#000002466 | INDIA     |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7757.26 | Supplier#000002466 | INDIA     |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7757.26 | Supplier#000002466 | INDIA     |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7757.26 | Supplier#000002466 | INDIA     |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7757.26 | Supplier#000002466 | Nation8   |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7757.26 | Supplier#000002466 | Nation8   |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi
   7750.28 | Supplier#000001574 | Nation13  |     94046 | Manufacturer#2            | 010G9zS4hWlWkl1X3 F7Ha2 Vnq2Qc2          | 23-997-787-7515 | yly dependencies: furiously regular packages w
   7750.28 | Supplier#000001574 | Nation13  |     94046 | Manufacturer#2            | 010G9zS4hWlWkl1X3 F7Ha2 Vnq2Qc2          | 23-997-787-7515 | yly dependencies: furiously regular packages w
   7736.63 | Supplier#000006877 | Nation6   |    156876 | Manufacturer#1            | TrOIloTruKK4MGx9hf HDFtAwDFxhen8,vs      | 16-178-416-6628 | . deposits was carefully. permanently
   7736.63 | Supplier#000006877 | Nation6   |    156876 | Manufacturer#1            | TrOIloTruKK4MGx9hf HDFtAwDFxhen8,vs      | 16-178-416-6628 | . deposits was carefully. permanently
   7720.17 | Supplier#000003869 | CHINA     |    111357 | Manufacturer#5            | ,HZ,uHgmGOyUSyXE8A5FKm                   | 28-193-913-3630 | special deposits are quickly. unusual warthogs kindle fur
   7720.17 | Supplier#000003869 | CHINA     |    111357 | Manufacturer#5            | ,HZ,uHgmGOyUSyXE8A5FKm                   | 28-193-913-3630 | special deposits are quickly. unusual warthogs kindle fur
   7704.51 | Supplier#000002769 | Nation13  |    110257 | Manufacturer#3            | 7QXYQHHuMvIkDPVwCi9jvD1TH                | 23-312-807-5269 | ackages cajole carefully. pending instructions se
   7704.51 | Supplier#000002769 | Nation13  |    110257 | Manufacturer#3            | 7QXYQHHuMvIkDPVwCi9jvD1TH                | 23-312-807-5269 | ackages cajole carefully. pending instructions se
   7699.60 | Supplier#000005786 | Nation14  |      3285 | Manufacturer#3            | BYrOEDobP2SNIpkMH39IbhwFAGEX,X3lzg       | 24-438-645-1925 | as wake quickly even depths. quickly final ex
   7699.60 | Supplier#000005786 | Nation14  |      3285 | Manufacturer#3            | BYrOEDobP2SNIpkMH39IbhwFAGEX,X3lzg       | 24-438-645-1925 | as wake quickly even depths. quickly final ex
   7692.44 | Supplier#000004398 | Nation21  |    149369 | Manufacturer#2            | khZZ0CmLip49Zncec                        | 31-691-972-3445 | s haggle fluffily regular, special accounts. fluffily ironic foxes among the quickly b
   7692.44 | Supplier#000004398 | Nation21  |    149369 | Manufacturer#2            | khZZ0CmLip49Zncec                        | 31-691-972-3445 | s haggle fluffily regular, special accounts. fluffily ironic foxes among the quickly b
   7692.44 | Supplier#000004398 | VIETNAM   |    149369 | Manufacturer#2            | khZZ0CmLip49Zncec                        | 31-691-972-3445 | s haggle fluffily regular, special accounts. fluffily ironic foxes among the quickly b
   7692.44 | Supplier#000004398 | VIETNAM   |    149369 | Manufacturer#2            | khZZ0CmLip49Zncec                        | 31-691-972-3445 | s haggle fluffily regular, special accounts. fluffily ironic foxes among the quickly b
   7676.62 | Supplier#000009001 | Nation6   |    199000 | Manufacturer#3            | 5wn2LjwDEYMoUb0XDkbPkcap9aDA3JiQje       | 16-485-420-1200 | unusual packages are accounts. furiously final requests are carefully furiously ironic fo
   7676.62 | Supplier#000009001 | Nation6   |    199000 | Manufacturer#3            | 5wn2LjwDEYMoUb0XDkbPkcap9aDA3JiQje       | 16-485-420-1200 | unusual packages are accounts. furiously final requests are carefully furiously ironic fo
   7661.38 | Supplier#000008772 | CHINA     |     43763 | Manufacturer#2            | 8MSpT0p34itImmB3BUATEeRSD                | 28-918-973-5620 | ven, regular requests are alongside of the enticingly specia
   7661.38 | Supplier#000008772 | CHINA     |     43763 | Manufacturer#2            | 8MSpT0p34itImmB3BUATEeRSD                | 28-918-973-5620 | ven, regular requests are alongside of the enticingly specia
   7654.94 | Supplier#000000458 | Nation21  |     12954 | Manufacturer#3            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | Nation21  |     12954 | Manufacturer#3            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | Nation21  |     85441 | Manufacturer#5            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | Nation21  |     85441 | Manufacturer#5            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | Nation21  |    175423 | Manufacturer#4            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | Nation21  |    175423 | Manufacturer#4            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |     12954 | Manufacturer#3            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |     12954 | Manufacturer#3            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |     85441 | Manufacturer#5            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |     85441 | Manufacturer#5            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |    175423 | Manufacturer#4            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7654.94 | Supplier#000000458 | VIETNAM   |    175423 | Manufacturer#4            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h
   7620.61 | Supplier#000005367 | Nation5   |     55366 | Manufacturer#3            | K66v dDhXxYH                             | 15-531-938-1725 | y pending theodolites. express deposits
   7620.61 | Supplier#000005367 | Nation5   |     55366 | Manufacturer#3            | K66v dDhXxYH                             | 15-531-938-1725 | y pending theodolites. express deposits
   7596.31 | Supplier#000005716 | Nation6   |      3215 | Manufacturer#3            | AzRV7wmScLO9Or2uJdmiD                    | 16-485-932-5209 | fully unusual packages. carefully final foxes was furiously. furiously final request
   7596.31 | Supplier#000005716 | Nation6   |      3215 | Manufacturer#3            | AzRV7wmScLO9Or2uJdmiD                    | 16-485-932-5209 | fully unusual packages. carefully final foxes was furiously. furiously final request
   7595.03 | Supplier#000003764 | Nation5   |     23763 | Manufacturer#2            | 888kpdqayPqPBrSZ2aKNh9fSY,aaFPQb         | 15-733-458-3598 | es haggle. pinto beans use furio
   7595.03 | Supplier#000003764 | Nation5   |     23763 | Manufacturer#2            | 888kpdqayPqPBrSZ2aKNh9fSY,aaFPQb         | 15-733-458-3598 | es haggle. pinto beans use furio
   7591.72 | Supplier#000002714 | JAPAN     |    195156 | Manufacturer#4            | YaFQe1MulI1kn2 gp8TD16s Ht5IdlBCKV1      | 22-662-530-2565 | l packages. blithely final frets maintain care
   7591.72 | Supplier#000002714 | JAPAN     |    195156 | Manufacturer#4            | YaFQe1MulI1kn2 gp8TD16s Ht5IdlBCKV1      | 22-662-530-2565 | l packages. blithely final frets maintain care
   7550.40 | Supplier#000000776 | Nation21  |       775 | Manufacturer#1            | nklfFoSkCwf,ooSuF                        | 31-317-593-4029 | es haggle instructions. bravely furious deposits haggle blithely. quickly regular water
   7550.40 | Supplier#000000776 | Nation21  |       775 | Manufacturer#1            | nklfFoSkCwf,ooSuF                        | 31-317-593-4029 | es haggle instructions. bravely furious deposits haggle blithely. quickly regular water
   7550.40 | Supplier#000000776 | VIETNAM   |       775 | Manufacturer#1            | nklfFoSkCwf,ooSuF                        | 31-317-593-4029 | es haggle instructions. bravely furious deposits haggle blithely. quickly regular water
   7550.40 | Supplier#000000776 | VIETNAM   |       775 | Manufacturer#1            | nklfFoSkCwf,ooSuF                        | 31-317-593-4029 | es haggle instructions. bravely furious deposits haggle blithely. quickly regular water
   7532.68 | Supplier#000007401 | CHINA     |    102380 | Manufacturer#3            | 0bGoBtTkMpgUOyDlAXEdx6I 26               | 28-719-774-9928 | regular requests. bold, fluffy escapade
   7532.68 | Supplier#000007401 | CHINA     |    102380 | Manufacturer#3            | 0bGoBtTkMpgUOyDlAXEdx6I 26               | 28-719-774-9928 | regular requests. bold, fluffy escapade
   7520.71 | Supplier#000001006 | CHINA     |     71005 | Manufacturer#3            | d0DSDuBcFCmu9jVJn,sVnyG                  | 28-404-261-2246 | ording to the packages cajole slyly ironic accou
   7520.71 | Supplier#000001006 | CHINA     |     71005 | Manufacturer#3            | d0DSDuBcFCmu9jVJn,sVnyG                  | 28-404-261-2246 | ording to the packages cajole slyly ironic accou
